observation_index,saison,spieltag,spiel,baseline_model,candidate_model,baseline_negative_log_score,candidate_negative_log_score,candidate_score_advantage,cumulative_candidate_score_advantage
403,19/20,11,8,poisson_rolling_306,com_poisson_rolling_306,3.349262206293808,3.3325197909478135,0.016742415345994743,3.100179741045018
404,19/20,11,9,poisson_rolling_306,com_poisson_rolling_306,2.991390678324784,2.8575975957711393,0.13379308255364464,3.2339728235986627
405,19/20,12,1,poisson_rolling_306,com_poisson_rolling_306,2.946134034167102,2.8105696664786564,0.1355643676884455,3.369537191287108
406,19/20,12,2,poisson_rolling_306,com_poisson_rolling_306,3.0618930233888193,2.976484777393253,0.08540824599556629,3.4549454372826744
407,19/20,12,3,poisson_rolling_306,com_poisson_rolling_306,2.99411221512986,2.8799329530239817,0.11417926210587837,3.569124699388553
408,19/20,12,4,poisson_rolling_306,com_poisson_rolling_306,4.1618748105870225,4.430887590589904,-0.26901278000288187,3.300111919385671
409,19/20,12,5,poisson_rolling_306,com_poisson_rolling_306,3.134206171403747,3.0443555819529564,0.08985058945079061,3.3899625088364616
410,19/20,12,6,poisson_rolling_306,com_poisson_rolling_306,2.99411221512986,2.8799329530239817,0.11417926210587837,3.50414177094234
411,19/20,12,7,poisson_rolling_306,com_poisson_rolling_306,3.3881355537215825,3.434879181881101,-0.04674362815951838,3.4573981427828215
412,19/20,12,8,poisson_rolling_306,com_poisson_rolling_306,2.99411221512986,2.8799329530239817,0.11417926210587837,3.5715774048887
413,19/20,12,9,poisson_rolling_306,com_poisson_rolling_306,3.3464805501573665,3.328822508700327,0.01765804145703953,3.5892354463457394
414,19/20,13,1,poisson_rolling_306,com_poisson_rolling_306,3.2403966415812135,3.1875136560772575,0.05288298550395609,3.6421184318496955
415,19/20,13,2,poisson_rolling_306,com_poisson_rolling_306,3.526361817504011,3.6247704495792874,-0.09840863207527661,3.543709799774419
416,19/20,13,3,poisson_rolling_306,com_poisson_rolling_306,2.9941921474899402,2.862220524020543,0.13197162346939706,3.675681423243816
417,19/20,13,4,poisson_rolling_306,com_poisson_rolling_306,3.058967672592672,2.947087772242739,0.11187990034993334,3.7875613235937493
418,19/20,13,5,poisson_rolling_306,com_poisson_rolling_306,2.9471161994865724,2.801471584526226,0.14564461496034653,3.933205938554096
419,19/20,13,6,poisson_rolling_306,com_poisson_rolling_306,3.141134940407312,3.055653859012736,0.08548108139457611,4.018687019948672
420,19/20,13,7,poisson_rolling_306,com_poisson_rolling_306,2.9941921474899402,2.862220524020543,0.13197162346939706,4.150658643418069
421,19/20,13,8,poisson_rolling_306,com_poisson_rolling_306,8.19051212993709,10.02795627050773,-1.8374441405706392,2.31321450284743
422,19/20,13,9,poisson_rolling_306,com_poisson_rolling_306,3.2403966415812135,3.1875136560772575,0.05288298550395609,2.366097488351386
423,19/20,14,1,poisson_rolling_306,com_poisson_rolling_306,3.057512564356834,2.9839469345369025,0.07356562981993164,2.4396631181713175
424,19/20,14,2,poisson_rolling_306,com_poisson_rolling_306,2.992782936031766,2.8801848204898874,0.11259811554187849,2.552261233713196
425,19/20,14,3,poisson_rolling_306,com_poisson_rolling_306,3.252143489950633,3.242485900654941,0.009657589295692048,2.561918823008888
426,19/20,14,4,poisson_rolling_306,com_poisson_rolling_306,4.850514208325585,5.260660747807435,-0.4101465394818504,2.1517722835270376
427,19/20,14,5,poisson_rolling_306,com_poisson_rolling_306,3.057512564356834,2.9839469345369025,0.07356562981993164,2.2253379133469693
428,19/20,14,6,poisson_rolling_306,com_poisson_rolling_306,2.907592365418303,2.777897482945889,0.129694882472414,2.3550327958193833
429,19/20,14,7,poisson_rolling_306,com_poisson_rolling_306,4.173137493650465,4.3888176103608885,-0.21568011671042342,2.13935267910896
430,19/20,14,8,poisson_rolling_306,com_poisson_rolling_306,2.9907094524788462,2.894328761887266,0.09638069059158028,2.23573336970054
431,19/20,14,9,poisson_rolling_306,com_poisson_rolling_306,2.9177502946764307,2.7882914706054294,0.1294588240710013,2.3651921937715414
432,19/20,15,1,poisson_rolling_306,com_poisson_rolling_306,2.9904983673222745,2.9003897644432897,0.09010860287898481,2.4553007966505263
433,19/20,15,2,poisson_rolling_306,com_poisson_rolling_306,3.2517489914720983,3.2416058301841844,0.010143161287913927,2.46544395793844
434,19/20,15,3,poisson_rolling_306,com_poisson_rolling_306,2.943559020514485,2.837889068255649,0.10566995225883602,2.571113910197276
435,19/20,15,4,poisson_rolling_306,com_poisson_rolling_306,3.1389029968358244,3.069088069043559,0.06981492779226528,2.6409288379895415
436,19/20,15,5,poisson_rolling_306,com_poisson_rolling_306,5.5672886042546565,6.222939108193231,-0.655650503938574,1.9852783340509674
437,19/20,15,6,poisson_rolling_306,com_poisson_rolling_306,2.9160377595637357,2.8001726215951948,0.11586513796854092,2.1011434720195084
438,19/20,15,7,poisson_rolling_306,com_poisson_rolling_306,2.9160377595637357,2.8001726215951948,0.11586513796854092,2.2170086099880493
439,19/20,15,8,poisson_rolling_306,com_poisson_rolling_306,2.9075646935837227,2.786768314692992,0.1207963788907307,2.33780498887878
440,19/20,15,9,poisson_rolling_306,com_poisson_rolling_306,3.0572249658215327,2.967428136375517,0.08979682944601564,2.4276018183247956
441,19/20,16,1,poisson_rolling_306,com_poisson_rolling_306,2.9361650101645864,2.824157826017995,0.1120071841465915,2.539609002471387
442,19/20,16,2,poisson_rolling_306,com_poisson_rolling_306,2.9361650101645864,2.824157826017995,0.1120071841465915,2.6516161866179786
443,19/20,16,3,poisson_rolling_306,com_poisson_rolling_306,3.001159633474856,2.8943543032159766,0.1068053302588794,2.758421516876858
444,19/20,16,4,poisson_rolling_306,com_poisson_rolling_306,2.9514499290107494,2.8329916315392154,0.11845829747153402,2.876879814348392
445,19/20,16,5,poisson_rolling_306,com_poisson_rolling_306,3.2552653969484027,3.213766316665982,0.041499080282420664,2.9183788946308127
446,19/20,16,6,poisson_rolling_306,com_poisson_rolling_306,3.001159633474856,2.8943543032159766,0.1068053302588794,3.025184224889692
447,19/20,16,7,poisson_rolling_306,com_poisson_rolling_306,3.0436003445541644,2.968086171233807,0.07551417332035726,3.1006983982100493
448,19/20,16,8,poisson_rolling_306,com_poisson_rolling_306,3.2318630080777666,3.216207947574844,0.015655060502922424,3.1163534587129718
449,19/20,16,9,poisson_rolling_306,com_poisson_rolling_306,2.9064166697560836,2.780374747798021,0.12604192195806263,3.2423953806710344
450,19/20,17,1,poisson_rolling_306,com_poisson_rolling_306,3.0616073302622553,2.9635311400493833,0.09807619021287195,3.3404715708839063
451,19/20,17,2,poisson_rolling_306,com_poisson_rolling_306,3.0616073302622553,2.9635311400493833,0.09807619021287195,3.4385477610967783
452,19/20,17,3,poisson_rolling_306,com_poisson_rolling_306,2.9482872485967206,2.8207112345703536,0.1275760140263671,3.5661237751231454
453,19/20,17,4,poisson_rolling_306,com_poisson_rolling_306,3.24450490781026,3.197635227111647,0.04686968069861308,3.6129934558217585
454,19/20,17,5,poisson_rolling_306,com_poisson_rolling_306,2.9863159442023957,2.885238092199586,0.10107785200280972,3.714071307824568
455,19/20,17,6,poisson_rolling_306,com_poisson_rolling_306,2.9482872485967206,2.8207112345703536,0.1275760140263671,3.8416473218509353
456,19/20,17,7,poisson_rolling_306,com_poisson_rolling_306,2.9482872485967206,2.8207112345703536,0.1275760140263671,3.9692233358773024
457,19/20,17,8,poisson_rolling_306,com_poisson_rolling_306,2.9184955018163166,2.784551907079731,0.13394359473658568,4.103166930613888
458,19/20,17,9,poisson_rolling_306,com_poisson_rolling_306,3.2438959451119658,3.231957941180184,0.011938003931781793,4.11510493454567
459,19/20,18,1,poisson_rolling_306,com_poisson_rolling_306,3.358479267257131,3.344384127714889,0.014095139542241952,4.129200074087912
460,19/20,18,2,poisson_rolling_306,com_poisson_rolling_306,3.1398676695079004,3.0912261883348577,0.04864148117304268,4.1778415552609545
461,19/20,18,3,poisson_rolling_306,com_poisson_rolling_306,2.907222997201181,2.7675562305100385,0.13966676669114264,4.317508321952097
462,19/20,18,4,poisson_rolling_306,com_poisson_rolling_306,2.9416270613489743,2.819270522815245,0.12235653853372952,4.439864860485827
463,19/20,18,5,poisson_rolling_306,com_poisson_rolling_306,3.246636506740707,3.2358164619156042,0.01082004482510257,4.450684905310929
464,19/20,18,6,poisson_rolling_306,com_poisson_rolling_306,3.0537181194778427,2.9739696177993125,0.0797485016785302,4.530433406989459
465,19/20,18,7,poisson_rolling_306,com_poisson_rolling_306,3.8057126984449994,3.9280931387386744,-0.12238044029367501,4.408052966695784
466,19/20,18,8,poisson_rolling_306,com_poisson_rolling_306,4.862988877590446,5.314390802913678,-0.451401925323232,3.9566510413725524
467,19/20,19,1,poisson_rolling_306,com_poisson_rolling_306,2.9423663064834216,2.8238999203331048,0.1184663861503168,4.075117427522869
468,19/20,19,2,poisson_rolling_306,com_poisson_rolling_306,2.988816416490863,2.8878946838726165,0.10092173261824655,4.176039160141116
469,19/20,19,3,poisson_rolling_306,com_poisson_rolling_306,4.858527914676046,5.292190797189903,-0.43366288251385754,3.742376277627258
470,19/20,19,4,poisson_rolling_306,com_poisson_rolling_306,2.9073504531534127,2.771986772482336,0.13536368067107674,3.877739958298335
471,19/20,19,5,poisson_rolling_306,com_poisson_rolling_306,3.489063582513097,3.5129520743689113,-0.02388849185581421,3.8538514664425207
472,19/20,19,6,poisson_rolling_306,com_poisson_rolling_306,2.918058756985886,2.783114281439083,0.13494447554680278,3.9887959419893235
473,19/20,19,7,poisson_rolling_306,com_poisson_rolling_306,2.9941921474899402,2.877282580257571,0.11690956723236923,4.105705509221693
474,19/20,19,8,poisson_rolling_306,com_poisson_rolling_306,3.055069153794477,2.9779156833404556,0.07715347045402154,4.182858979675714
475,19/20,19,9,poisson_rolling_306,com_poisson_rolling_306,3.141524598415657,3.0944887366935063,0.047035861722150685,4.229894841397865
476,19/20,20,1,poisson_rolling_306,com_poisson_rolling_306,3.383559432846951,3.4180909697301303,-0.034531536883179115,4.195363304514686
477,19/20,20,2,poisson_rolling_306,com_poisson_rolling_306,3.4821387029278554,3.503593652853638,-0.021454949925782785,4.173908354588903
478,19/20,20,3,poisson_rolling_306,com_poisson_rolling_306,2.945694056369703,2.8173020729388014,0.12839198343090175,4.302300338019805
479,19/20,20,4,poisson_rolling_306,com_poisson_rolling_306,4.168906705713667,4.3929570535475335,-0.22405034783386668,4.078249990185938
480,19/20,20,5,poisson_rolling_306,com_poisson_rolling_306,3.254514169080508,3.2458587616277583,0.008655407452749841,4.086905397638688
481,19/20,20,6,poisson_rolling_306,com_poisson_rolling_306,2.945694056369703,2.8173020729388014,0.12839198343090175,4.21529738106959
482,19/20,20,7,poisson_rolling_306,com_poisson_rolling_306,3.0591497471459803,2.983692198879524,0.07545754826645634,4.290754929336046
483,19/20,20,8,poisson_rolling_306,com_poisson_rolling_306,3.973712301294583,4.139780598979527,-0.16606829768494435,4.124686631651102
484,19/20,20,9,poisson_rolling_306,com_poisson_rolling_306,2.9919798870975995,2.8926417070526185,0.09933818004498107,4.224024811696083
485,19/20,21,1,poisson_rolling_306,com_poisson_rolling_306,2.946287218881345,2.827283728681948,0.11900349019939682,4.34302830189548
486,19/20,21,2,poisson_rolling_306,com_poisson_rolling_306,4.635848116965512,5.0900917281943805,-0.45424361122886836,3.8887846906666113
487,19/20,21,3,poisson_rolling_306,com_poisson_rolling_306,3.053353713477243,2.95063139621584,0.1027223172614029,3.991507007928014
488,19/20,21,4,poisson_rolling_306,com_poisson_rolling_306,2.917666049478761,2.7865163629819847,0.1311496864967765,4.122656694424791
489,19/20,21,5,poisson_rolling_306,com_poisson_rolling_306,3.346084066199502,3.327997729219419,0.018086336980083217,4.140743031404874
490,19/20,21,6,poisson_rolling_306,com_poisson_rolling_306,2.994326474141026,2.8936790970440995,0.1006473770969265,4.2413904085018
491,19/20,21,7,poisson_rolling_306,com_poisson_rolling_306,3.2588768236464105,3.2518122064377337,0.007064617208676793,4.248455025710477
492,19/20,22,1,poisson_rolling_306,com_poisson_rolling_306,3.7870529059888085,3.904244237464937,-0.11719133147612837,4.131263694234349
493,19/20,22,2,poisson_rolling_306,com_poisson_rolling_306,3.3456878060321387,3.3274653196434514,0.018222486388687287,4.149486180623036
494,19/20,22,3,poisson_rolling_306,com_poisson_rolling_306,4.370319376292564,4.746075985399514,-0.37575660910695063,3.7737295715160855
495,19/20,22,4,poisson_rolling_306,com_poisson_rolling_306,3.3456878060321387,3.3274653196434514,0.018222486388687287,3.7919520579047727
496,19/20,22,5,poisson_rolling_306,com_poisson_rolling_306,3.389052837691814,3.4279671344636,-0.03891429677178593,3.753037761132987
497,19/20,22,6,poisson_rolling_306,com_poisson_rolling_306,2.990015355727614,2.867522449403012,0.1224929063246023,3.875530667457589
498,19/20,22,7,poisson_rolling_306,com_poisson_rolling_306,3.713600868534563,3.864985543025611,-0.1513846744910481,3.724145992966541
499,19/20,22,8,poisson_rolling_306,com_poisson_rolling_306,2.9081243088489472,2.7679988189620275,0.14012548988691975,3.864271482853461
500,19/20,22,9,poisson_rolling_306,com_poisson_rolling_306,2.9945409196442583,2.8919286446014922,0.10261227504276604,3.966883757896227
501,19/20,23,1,poisson_rolling_306,com_poisson_rolling_306,3.1518976696439864,3.1069862120772314,0.044911457566755075,4.011795215462982
502,19/20,23,2,poisson_rolling_306,com_poisson_rolling_306,2.9894095323325445,2.866776864780519,0.12263266755202551,4.134427883015007
503,19/20,23,3,poisson_rolling_306,com_poisson_rolling_306,3.2608668622660986,3.254703498815303,0.0061633634507956,4.140591246465803
504,19/20,23,4,poisson_rolling_306,com_poisson_rolling_306,2.99540056612274,2.8931131316049346,0.10228743451780531,4.242878680983608
505,19/20,23,5,poisson_rolling_306,com_poisson_rolling_306,3.22993064402921,3.176869888072872,0.05306075595633786,4.295939436939946
506,19/20,23,6,poisson_rolling_306,com_poisson_rolling_306,2.9170650634249427,2.7768694936539475,0.14019556977099512,4.436135006710941
507,19/20,23,7,poisson_rolling_306,com_poisson_rolling_306,3.0635477642245945,2.986640422185758,0.07690734203883665,4.513042348749778
508,19/20,23,8,poisson_rolling_306,com_poisson_rolling_306,3.052290596637093,2.9471857358138607,0.10510486082323212,4.61814720957301
509,19/20,24,1,poisson_rolling_306,com_poisson_rolling_306,3.1328366576275926,3.0491184483819893,0.08371820924560325,4.701865418818613
510,19/20,24,2,poisson_rolling_306,com_poisson_rolling_306,2.917094094790002,2.77320423560937,0.14388985918063213,4.845755277999245
511,19/20,24,3,poisson_rolling_306,com_poisson_rolling_306,2.94431813214473,2.8064575511941428,0.13786058095058706,4.9836158589498325
512,19/20,24,4,poisson_rolling_306,com_poisson_rolling_306,2.917094094790002,2.77320423560937,0.14388985918063213,5.127505718130465
513,19/20,24,5,poisson_rolling_306,com_poisson_rolling_306,2.9180364304291118,2.7807791017073384,0.13725732872177332,5.264763046852238
514,19/20,24,6,poisson_rolling_306,com_poisson_rolling_306,2.9951853748788437,2.8902759367317685,0.1049094381470752,5.369672484999313
515,19/20,24,7,poisson_rolling_306,com_poisson_rolling_306,2.9951853748788437,2.8902759367317685,0.1049094381470752,5.474581923146388
516,19/20,24,8,poisson_rolling_306,com_poisson_rolling_306,3.230264953655535,3.1762659338119477,0.05399901984358735,5.528580942989976
517,19/20,24,9,poisson_rolling_306,com_poisson_rolling_306,2.94431813214473,2.8064575511941428,0.13786058095058706,5.666441523940563
518,19/20,25,1,poisson_rolling_306,com_poisson_rolling_306,3.1312003762369827,3.043199736511127,0.08800063972585548,5.754442163666418
519,19/20,25,2,poisson_rolling_306,com_poisson_rolling_306,3.619188928035804,3.6920639095590673,-0.07287498152326322,5.681567182143155
520,19/20,25,3,poisson_rolling_306,com_poisson_rolling_306,2.9084143047584163,2.7575656824025145,0.1508486223559018,5.832415804499057
521,19/20,25,4,poisson_rolling_306,com_poisson_rolling_306,3.228262394255829,3.171577773604014,0.05668462065181501,5.889100425150872
522,19/20,25,5,poisson_rolling_306,com_poisson_rolling_306,2.996479317561061,2.887091214855758,0.10938810270530297,5.998488527856175
523,19/20,25,6,poisson_rolling_306,com_poisson_rolling_306,4.363347046161628,4.688560955027526,-0.32521390886589785,5.673274618990277
524,19/20,25,7,poisson_rolling_306,com_poisson_rolling_306,2.9084143047584163,2.7575656824025145,0.1508486223559018,5.824123241346179
525,19/20,25,8,poisson_rolling_306,com_poisson_rolling_306,3.228262394255829,3.171577773604014,0.05668462065181501,5.880807861997994
526,19/20,25,9,poisson_rolling_306,com_poisson_rolling_306,2.916922925435834,2.765773035983756,0.1511498894520784,6.031957751450072
527,19/20,26,1,poisson_rolling_306,com_poisson_rolling_306,3.119175809874477,3.027940927831409,0.09123488204306796,6.12319263349314
528,19/20,26,2,poisson_rolling_306,com_poisson_rolling_306,3.077592525261153,3.0012663449016515,0.07632618035950145,6.199518813852642
529,19/20,26,3,poisson_rolling_306,com_poisson_rolling_306,3.7452109430429488,3.920273942027265,-0.1750629989843162,6.024455814868325
530,19/20,26,4,poisson_rolling_306,com_poisson_rolling_306,2.9230301531332117,2.7824559185533673,0.14057423457984441,6.16503004944817
531,19/20,26,5,poisson_rolling_306,com_poisson_rolling_306,2.982118017401419,2.849209562721981,0.13290845467943768,6.2979385041276075
532,19/20,26,6,poisson_rolling_306,com_poisson_rolling_306,4.122943444189829,4.362016619605313,-0.23907317541548423,6.058865328712123
533,19/20,26,7,poisson_rolling_306,com_poisson_rolling_306,2.9101038237314043,2.761697315157008,0.1484065085743964,6.20727183728652
534,19/20,26,8,poisson_rolling_306,com_poisson_rolling_306,2.939984569620222,2.795529496292218,0.1444550733280039,6.3517269106145235
535,19/20,26,9,poisson_rolling_306,com_poisson_rolling_306,3.452276951313749,3.4684325388308963,-0.016155587517147296,6.335571323097376
536,19/20,27,1,poisson_rolling_306,com_poisson_rolling_306,3.0358058603152074,2.9171547840205534,0.11865107629465399,6.45422239939203
537,19/20,27,2,poisson_rolling_306,com_poisson_rolling_306,2.9153798333491068,2.7637092205827543,0.15167061276635252,6.605893012158383
538,19/20,27,3,poisson_rolling_306,com_poisson_rolling_306,2.926310617790051,2.785188257641906,0.14112236014814528,6.747015372306528
539,19/20,27,4,poisson_rolling_306,com_poisson_rolling_306,2.9153798333491068,2.7637092205827543,0.15167061276635252,6.8986859850728806
540,19/20,27,5,poisson_rolling_306,com_poisson_rolling_306,3.179811452060221,3.1424747009869947,0.03733675107322654,6.936022736146107
541,19/20,27,6,poisson_rolling_306,com_poisson_rolling_306,4.760262177382742,5.220642109900851,-0.4603799325181086,6.4756428036279985
542,19/20,27,7,poisson_rolling_306,com_poisson_rolling_306,2.9778579647593517,2.841844144772992,0.13601381998635986,6.611656623614358
543,19/20,27,8,poisson_rolling_306,com_poisson_rolling_306,3.5806222648144796,3.6398406372969845,-0.05921837248250483,6.5524382511318535
544,19/20,27,9,poisson_rolling_306,com_poisson_rolling_306,3.2035795702099676,3.138173029034462,0.0654065411755056,6.617844792307359
545,20/21,1,1,poisson_rolling_306,com_poisson_rolling_306,3.099117078479111,3.0000252219249006,0.09909185655421027,6.716936648861569
546,20/21,1,2,poisson_rolling_306,com_poisson_rolling_306,2.9685252678733605,2.846082008425256,0.12244325944810441,6.839379908309674
547,20/21,1,3,poisson_rolling_306,com_poisson_rolling_306,3.451584163592713,3.517564895427128,-0.065980731834415,6.773399176475259
548,20/21,1,4,poisson_rolling_306,com_poisson_rolling_306,3.188639233464727,3.1181026722183702,0.07053656124635665,6.8439357377216155
549,20/21,1,5,poisson_rolling_306,com_poisson_rolling_306,3.610958056023776,3.7369589451983387,-0.12600088917456276,6.717934848547053
550,20/21,1,6,poisson_rolling_306,com_poisson_rolling_306,4.270944844137858,4.5624491969579,-0.2915043528200414,6.426430495727011
551,20/21,1,7,poisson_rolling_306,com_poisson_rolling_306,3.0247149240690874,2.9255713094196523,0.09914361464943511,6.525574110376446
552,20/21,1,8,poisson_rolling_306,com_poisson_rolling_306,2.9716533779383383,2.833807091404978,0.13784628653336028,6.663420396909807
553,20/21,1,9,poisson_rolling_306,com_poisson_rolling_306,3.196902198370509,3.165641928863451,0.03126026950705807,6.694680666416865
554,20/21,1,10,poisson_rolling_306,com_poisson_rolling_306,3.2949685067667644,3.2589684451424006,0.036000061624363866,6.730680728041229
555,20/21,2,1,poisson_rolling_306,com_poisson_rolling_306,4.082069185911273,4.320658269103447,-0.2385890831921742,6.492091644849054
556,20/21,2,2,poisson_rolling_306,com_poisson_rolling_306,2.9150950550041372,2.757973504206788,0.15712155079734913,6.649213195646404
557,20/21,2,3,poisson_rolling_306,com_poisson_rolling_306,3.1900884537347096,3.155886923300514,0.034201530434195604,6.683414726080599
558,20/21,2,4,poisson_rolling_306,com_poisson_rolling_306,2.9651663831520736,2.837013777478788,0.1281526056732858,6.811567331753885
559,20/21,2,5,poisson_rolling_306,com_poisson_rolling_306,3.020204419376306,2.9159597600285707,0.10424465934773508,6.91581199110162
560,20/21,2,6,poisson_rolling_306,com_poisson_rolling_306,2.9651663831520736,2.837013777478788,0.1281526056732858,7.043964596774906
561,20/21,2,7,poisson_rolling_306,com_poisson_rolling_306,3.194493308515483,3.1239411756297812,0.07055213288570172,7.1145167296606076
562,20/21,2,8,poisson_rolling_306,com_poisson_rolling_306,2.9150950550041372,2.757973504206788,0.15712155079734913,7.271638280457957
563,20/21,2,9,poisson_rolling_306,com_poisson_rolling_306,2.9150950550041372,2.757973504206788,0.15712155079734913,7.428759831255306
564,20/21,2,10,poisson_rolling_306,com_poisson_rolling_306,2.912974677388455,2.7585185237939385,0.15445615359451637,7.583215984849822
565,20/21,3,1,poisson_rolling_306,com_poisson_rolling_306,3.024237012348806,2.9210968825609314,0.10314012978787446,7.686356114637697
566,20/21,3,2,poisson_rolling_306,com_poisson_rolling_306,3.024237012348806,2.9210968825609314,0.10314012978787446,7.789496244425571
567,20/21,3,3,poisson_rolling_306,com_poisson_rolling_306,3.4506216089930604,3.520558630450296,-0.06993702145723546,7.719559222968336
568,20/21,3,4,poisson_rolling_306,com_poisson_rolling_306,2.9139158926059565,2.759183253853763,0.15473263875219345,7.874291861720529
569,20/21,3,5,poisson_rolling_306,com_poisson_rolling_306,3.0996084525175718,2.996882859525982,0.10272559299158956,7.977017454712119
570,20/21,3,6,poisson_rolling_306,com_poisson_rolling_306,3.196181965210542,3.164178602176378,0.03200336303416407,8.009020817746283
571,20/21,3,7,poisson_rolling_306,com_poisson_rolling_306,2.9139158926059565,2.759183253853763,0.15473263875219345,8.163753456498476
572,20/21,3,8,poisson_rolling_306,com_poisson_rolling_306,3.295702202244911,3.259265940841715,0.03643626140319611,8.200189717901672
573,20/21,3,9,poisson_rolling_306,com_poisson_rolling_306,2.931518107254078,2.7868243131282497,0.1446937941258284,8.3448835120275
574,20/21,3,10,poisson_rolling_306,com_poisson_rolling_306,3.0270595701713887,2.9007102927459414,0.12634927742544733,8.471232789452948
575,20/21,4,1,poisson_rolling_306,com_poisson_rolling_306,2.970681487820549,2.8334660125668734,0.13721547525367583,8.608448264706624
576,20/21,4,2,poisson_rolling_306,com_poisson_rolling_306,3.096186705008826,2.9839407093431305,0.11224599566569538,8.72069426037232
577,20/21,4,3,poisson_rolling_306,com_poisson_rolling_306,2.970681487820549,2.8334660125668734,0.13721547525367583,8.857909735625995
578,20/21,4,4,poisson_rolling_306,com_poisson_rolling_306,3.0275978002187642,2.917659620500075,0.10993817971868936,8.967847915344684
579,20/21,4,5,poisson_rolling_306,com_poisson_rolling_306,3.201238386925162,3.1705020431629123,0.030736343762249874,8.998584259106934
580,20/21,4,6,poisson_rolling_306,com_poisson_rolling_306,3.0275978002187642,2.917659620500075,0.10993817971868936,9.108522438825624
581,20/21,4,7,poisson_rolling_306,com_poisson_rolling_306,2.9149753311506075,2.7433378373678465,0.17163749378276094,9.280159932608385
582,20/21,4,8,poisson_rolling_306,com_poisson_rolling_306,2.9331832612793747,2.776692808276948,0.15649045300242648,9.436650385610811
583,20/21,4,9,poisson_rolling_306,com_poisson_rolling_306,2.933566571260492,2.7657689288580514,0.16779764240244077,9.604448028013252
584,20/21,4,10,poisson_rolling_306,com_poisson_rolling_306,3.290584820891503,3.250808100284843,0.039776720606660376,9.644224748619912
585,20/21,5,1,poisson_rolling_306,com_poisson_rolling_306,3.2862327937667573,3.2443117535497095,0.04192104021704779,9.68614578883696
586,20/21,5,2,poisson_rolling_306,com_poisson_rolling_306,3.3238669652516677,3.3487353532204054,-0.024868387968737693,9.661277400868222
587,20/21,5,3,poisson_rolling_306,com_poisson_rolling_306,2.91498007536579,2.7397109019104846,0.17526917345530535,9.836546574323528
588,20/21,5,4,poisson_rolling_306,com_poisson_rolling_306,2.9154641024807546,2.744314085566373,0.1711500169143818,10.00769659123791
589,20/21,5,5,poisson_rolling_306,com_poisson_rolling_306,3.868386558019367,4.056738435889827,-0.18835187787045982,9.81934471336745
590,20/21,5,6,poisson_rolling_306,com_poisson_rolling_306,3.0932869349974084,2.977685017182921,0.11560191781448736,9.934946631181937
591,20/21,5,7,poisson_rolling_306,com_poisson_rolling_306,2.91498007536579,2.7397109019104846,0.17526917345530535,10.110215804637242
592,20/21,5,8,poisson_rolling_306,com_poisson_rolling_306,3.1813563052238436,3.0990447314551375,0.08231157376870613,10.192527378405948
593,20/21,5,9,poisson_rolling_306,com_poisson_rolling_306,3.4631874372208102,3.550826622674265,-0.08763918545345462,10.104888192952494
594,20/21,5,10,poisson_rolling_306,com_poisson_rolling_306,3.0223119981302062,2.88064130239826,0.14167069573194624,10.24655888868444
595,20/21,6,1,poisson_rolling_306,com_poisson_rolling_306,2.966036839083202,2.800150174751579,0.16588666433162302,10.412445553016063
596,20/21,6,2,poisson_rolling_306,com_poisson_rolling_306,2.9150686591735138,2.7350194783760315,0.18004918079748222,10.592494733813545
597,20/21,6,3,poisson_rolling_306,com_poisson_rolling_306,2.9150686591735138,2.7350194783760315,0.18004918079748222,10.772543914611028
598,20/21,6,4,poisson_rolling_306,com_poisson_rolling_306,3.474398215826355,3.5706730443930184,-0.09627482856666347,10.676269086044364
599,20/21,6,5,poisson_rolling_306,com_poisson_rolling_306,2.9315434963770457,2.7546449676068363,0.1768985287702094,10.853167614814573
600,20/21,6,6,poisson_rolling_306,com_poisson_rolling_306,3.6865476629991605,3.806749850711512,-0.12020218771235136,10.732965427102222
601,20/21,6,7,poisson_rolling_306,com_poisson_rolling_306,4.450731985556004,4.888188379781056,-0.4374563942250518,10.29550903287717
602,20/21,6,8,poisson_rolling_306,com_poisson_rolling_306,3.6865476629991605,3.806749850711512,-0.12020218771235136,10.175306845164819
603,20/21,6,9,poisson_rolling_306,com_poisson_rolling_306,3.3979952476205,3.4003803654786537,-0.0023851178581537624,10.172921727306665
604,20/21,6,10,poisson_rolling_306,com_poisson_rolling_306,2.9150686591735138,2.7350194783760315,0.18004918079748222,10.352970908104147
605,20/21,7,1,poisson_rolling_306,com_poisson_rolling_306,3.8243811551962494,4.009237696165869,-0.18485654096961923,10.168114367134528
606,20/21,7,2,poisson_rolling_306,com_poisson_rolling_306,3.07607860731639,2.946245327581991,0.12983327973439884,10.297947646868927
607,20/21,7,3,poisson_rolling_306,com_poisson_rolling_306,3.1596817983524943,3.0636259128788623,0.09605588547363197,10.394003532342559
608,20/21,7,4,poisson_rolling_306,com_poisson_rolling_306,2.986919544357164,2.8459199538391005,0.14099959051806366,10.535003122860623
609,20/21,7,5,poisson_rolling_306,com_poisson_rolling_306,2.9205866707515327,2.74108551784569,0.1795011529058428,10.714504275766465
610,20/21,7,6,poisson_rolling_306,com_poisson_rolling_306,2.9604528346746406,2.786488884980727,0.17396394969391338,10.888468225460379
611,20/21,7,7,poisson_rolling_306,com_poisson_rolling_306,4.0048341722222744,4.267450174197151,-0.26261600197487667,10.625852223485502
